GeneID,trivial_name,aux_sens,intersection,RNAseq_logFC_1h,RNAseq_logFC_6h,logFC_05h,logFC1h,logFC2h,logFC4h,logFC8h,logFC12h,logFC24h
AT5G62000,ARF_ARF2_col_v31,TRUE,AT1G05010/AT1G05850/AT1G10480/AT1G13260/AT1G19220/AT1G22810/AT1G28360/AT1G68765/AT1G70560/AT1G70560/AT1G74660/AT2G31730/AT2G40940/AT2G47520/AT2G47520/AT3G20860/AT3G49700/AT4G05100/AT4G11280/AT4G18780/AT4G23750/AT4G27440/AT4G36900/AT4G37770/AT5G07580/AT5G25190/AT5G55620,0.51290570103702,1.057,0,0,0,0,0,0,0
AT1G19850,ARF_ecoli_MP_col,FALSE,AT1G02500/AT1G05710/AT1G05850/AT1G05850/AT1G10480/AT1G10480/AT1G18570/AT1G19220/AT1G19220/AT1G21140/AT1G22810/AT1G28360/AT1G28370/AT1G28370/AT1G43160/AT1G48420/AT1G66350/AT1G68765/AT1G70560/AT1G72360/AT1G73500/AT1G74660/AT1G77200/AT2G02710/AT2G05520/AT2G19590/AT2G31180/AT2G44840/AT2G44940/AT2G46830/AT2G47520/AT2G47520/AT3G04720/AT3G06490/AT3G15010/AT3G20860/AT3G49700/AT3G49700/AT3G55730/AT3G59060/AT3G59060/AT3G59060/AT3G62680/AT4G08040/AT4G11280/AT4G11280/AT4G17490/AT4G17490/AT4G17500/AT4G17500/AT4G23750/AT4G24670/AT4G26200/AT4G27440/AT4G32800/AT4G32940/AT4G36900/AT4G37770/AT4G37770/AT5G07310/AT5G07310/AT5G10520/AT5G10520/AT5G10720/AT5G19790/AT5G21120/AT5G25190/AT5G37260/AT5G44210/AT5G47220/AT5G47230/AT5G52020/AT5G52020/AT5G52020/AT5G52020/AT5G56080/AT5G56080/AT5G57390/AT5G59430/AT5G61590/AT5G61890/AT5G67300,0,0,0,0,0,0,0,0,0
AT1G20910,ARID_AT1G20910_col_a,FALSE,AT1G12010/AT1G18570/AT1G21910/AT1G21910/AT1G28370/AT1G28370/AT1G36060/AT1G43160/AT1G70560/AT1G73500/AT1G73500/AT2G02710/AT2G02710/AT2G05520/AT2G05520/AT2G05520/AT2G25820/AT2G25820/AT2G28160/AT2G33710/AT2G33710/AT3G04720/AT3G25730/AT3G25730/AT3G49700/AT3G49700/AT4G05100/AT4G18450/AT4G18780/AT4G36900/AT4G36900/AT4G36900/AT5G10720/AT5G25190/AT5G25190/AT5G37260/AT5G37260/AT5G44790/AT5G61590,0,0,0,0,0,0,0,0,0
AT2G01930,BBRBPC_BPC1_col_a,FALSE,AT2G46370/AT3G61630/AT5G02840/AT5G10510/AT5G10720/AT5G57390,0,0,0,0,0,0,0,0,0
AT2G01930,BBRBPC_BPC1_colamp_a,FALSE,AT1G05710/AT1G05850/AT1G12010/AT1G25560/AT1G28360/AT1G28360/AT1G28360/AT1G28360/AT1G36060/AT1G44830/AT1G62300/AT1G74840/AT1G77200/AT2G38120/AT2G44840/AT2G46370/AT2G46830/AT2G47460/AT3G08040/AT3G15010/AT3G15010/AT3G24500/AT3G50480/AT3G51430/AT3G51430/AT3G59900/AT3G61630/AT3G61630/AT4G05100/AT4G11140/AT4G20380/AT4G23750/AT4G26200/AT4G32800/AT4G37580/AT4G38130/AT5G02840/AT5G02840/AT5G10510/AT5G10720/AT5G10720/AT5G13910/AT5G18560/AT5G21120/AT5G25190/AT5G37260/AT5G39610/AT5G44030/AT5G53290/AT5G55620/AT5G57390/AT5G59430/AT5G64900,0,0,0,0,0,0,0,0,0
AT5G45300,BES1_BAM8_col_a,FALSE,,0,0,0,0,0,0,0,0,0
AT5G45300,BES1_BAM8_colamp_a,FALSE,,0,0,0,0,0,0,0,0,0
AT2G31220,bHLH_bHLH10_col_a,FALSE,,0,NA,NA,NA,NA,NA,NA,NA,NA
AT2G31220,bHLH_bHLH10_colamp_a,FALSE,AT1G05850/AT1G05850/AT1G13260/AT1G22810/AT1G28370/AT1G43160/AT1G43160/AT2G19590/AT2G25820/AT3G50260/AT3G59060/AT3G61630/AT4G27440/AT4G36900/AT4G37770/AT5G67300,0,NA,NA,NA,NA,NA,NA,NA,NA
AT1G51140,bHLH_bHLH122_col100_a,TRUE,AT1G02500/AT1G05010/AT1G21910/AT1G22810/AT1G25560/AT1G43160/AT1G68765/AT1G72360/AT1G73500/AT1G74660/AT2G41230/AT2G46830/AT2G47520/AT2G47520/AT3G04580/AT3G14230/AT3G25730/AT3G50260/AT3G50480/AT3G59060/AT3G59060/AT3G59900/AT3G61630/AT4G17500/AT4G17500/AT4G20380/AT4G23750/AT4G27440/AT4G32940/AT5G13910/AT5G19790/AT5G37260/AT5G47220/AT5G52020/AT5G61590/AT5G61590,0,0,0,0,0,-0.61079024,0,0.598094505,0
AT5G46830,bHLH_bHLH28_col_a,FALSE,AT1G12010/AT1G18570/AT1G21910/AT1G25560/AT1G25560/AT1G36060/AT1G77640/AT2G31180/AT2G41230/AT2G47520/AT2G47520/AT3G08040/AT3G51430/AT4G17490/AT4G18450/AT4G32800/AT5G53290/AT5G61890/AT5G61890,NA,NA,0,0,0,0,0,0,0
AT1G59640,bHLH_bHLH31_col,FALSE,,0,0,0,0,0,0,0,0,0
AT1G35460,bHLH_bHLH80_col_a,FALSE,AT1G10480/AT1G19220/AT1G22810/AT1G68765/AT1G72360/AT1G73500/AT2G46830/AT3G04580/AT3G14230/AT3G23150/AT3G25730/AT3G50480/AT3G51430/AT3G59060/AT3G61630/AT4G17500/AT4G20380/AT4G23750/AT4G27440/AT4G32940/AT4G37580/AT5G02840/AT5G07580/AT5G07580/AT5G13910/AT5G19790/AT5G39610/AT5G47220/AT5G47220/AT5G52020/AT5G57390/AT5G61590/AT5G61590/AT5G65510,0,0,0,0,0,0,0,0,0
AT5G08130,bHLH_BIM1_col_a,TRUE,AT4G23750/AT5G53290/AT5G53290,-0.508068832140889,0,0,0,0,0,0,0,0
AT1G69010,bHLH_BIM2_col_v3b,TRUE,AT1G05710/AT1G13260/AT1G22810/AT1G22810/AT1G28160/AT1G28360/AT1G28370/AT1G36060/AT1G43160/AT1G43160/AT1G62300/AT1G73500/AT1G73500/AT1G74840/AT1G74840/AT1G77200/AT2G44840/AT2G44940/AT2G46830/AT2G47460/AT2G47460/AT3G04580/AT3G08040/AT3G08040/AT3G15010/AT3G49700/AT3G50060/AT3G50060/AT3G55730/AT3G61630/AT3G61630/AT4G05100/AT4G17500/AT4G19690/AT4G20380/AT4G23750/AT4G23750/AT4G26200/AT4G38130/AT5G07310/AT5G10720/AT5G18560/AT5G37260/AT5G39610/AT5G44210/AT5G47220/AT5G53290/AT5G53290/AT5G59430/AT5G59430/AT5G60120/AT5G67300,0,0,0,0,0,0,0,0.428410784,0
AT1G69010,bHLH_BIM2_colamp,TRUE,AT1G05710/AT1G13260/AT1G22810/AT1G28160/AT1G28360/AT1G28360/AT1G28370/AT1G36060/AT1G43160/AT1G43160/AT1G62300/AT1G73500/AT1G73500/AT1G73500/AT1G74840/AT1G74840/AT1G77200/AT2G25820/AT2G31180/AT2G44840/AT2G44940/AT2G44940/AT2G46830/AT2G47460/AT2G47460/AT2G47460/AT2G47460/AT2G47460/AT2G47520/AT3G03450/AT3G03450/AT3G04580/AT3G08040/AT3G15010/AT3G15010/AT3G16770/AT3G24500/AT3G49700/AT3G50060/AT3G50060/AT3G55730/AT3G59060/AT3G59900/AT3G61630/AT3G61630/AT4G05100/AT4G05100/AT4G17500/AT4G17500/AT4G19690/AT4G19690/AT4G20380/AT4G23750/AT4G23750/AT4G26200/AT4G36900/AT4G38130/AT4G38130/AT5G07310/AT5G10720/AT5G18560/AT5G37260/AT5G39610/AT5G44210/AT5G47220/AT5G53290/AT5G53290/AT5G59430/AT5G59430/AT5G60120/AT5G61890/AT5G67300,0,0,0,0,0,0,0,0.428410784,0
AT1G45249,bZIP_ABF2_col_v3a,FALSE,AT1G74840/AT2G02710/AT2G46830/AT5G10720/AT5G37260/AT5G53290/AT5G67300,0,0,NA,NA,NA,NA,NA,NA,NA
AT2G36270,bZIP_ABI5_col_v3h,FALSE,AT1G25560/AT1G74840/AT2G02710/AT2G44940/AT2G46830/AT2G47460/AT3G04070/AT3G50060/AT3G59060/AT3G61630/AT4G05100/AT4G27440/AT5G10720/AT5G37260/AT5G53290/AT5G59430/AT5G67300,0,0,0,0,0,0,0,0,0
AT2G36270,bZIP_ABI5_colamp_v3b,FALSE,AT1G74840/AT2G02710/AT2G44940/AT2G46830/AT2G47460/AT3G50060/AT3G59060/AT3G61630/AT5G10720/AT5G37260/AT5G53290/AT5G59430/AT5G67300,0,0,0,0,0,0,0,0,0
AT3G56850,bZIP_AREB3_col_v31,FALSE,AT1G19220/AT1G25560/AT1G28370/AT1G43160/AT1G74840/AT2G02710/AT2G44940/AT2G46830/AT3G50060/AT3G59060/AT4G05100/AT4G05100/AT4G11140/AT5G10720/AT5G37260/AT5G37260/AT5G53290/AT5G57390/AT5G59430/AT5G67300,0,0,0,0,0,0,0,0,0
AT2G35530,bZIP_bZIP16_col_v3a,FALSE,AT1G19220/AT2G02710/AT2G44940/AT5G10720/AT5G37260/AT5G53290/AT5G67300,0,0,0,0,0,0,0,0,0
AT2G35530,bZIP_bZIP16_colamp_a,FALSE,AT1G18570/AT1G19220/AT1G28360/AT1G43160/AT1G74840/AT2G02710/AT2G44940/AT2G47460/AT3G03450/AT3G04070/AT3G24500/AT3G50060/AT3G59060/AT4G05100/AT4G11140/AT4G17500/AT4G27440/AT4G37580/AT5G10720/AT5G37260/AT5G37260/AT5G53290/AT5G59430/AT5G67300,0,0,0,0,0,0,0,0,0
AT2G40620,bZIP_bZIP18_col_v31,FALSE,AT1G05710/AT1G05850/AT1G12010/AT1G21140/AT1G28370/AT1G77200/AT1G77640/AT2G31730/AT3G04070/AT3G50060/AT3G62680/AT4G16750/AT4G17500/AT4G37580/AT5G44790/AT5G67300/AT5G67300/AT5G67300,0,0,0,0,0,0,0,0,0
AT2G40620,bZIP_bZIP18_colamp_a,FALSE,AT1G05710/AT1G05850/AT1G10480/AT1G12010/AT1G13260/AT1G18570/AT1G25560/AT1G28370/AT1G77200/AT1G77640/AT2G31730/AT3G04070/AT3G50060/AT3G50060/AT3G62680/AT4G05100/AT4G08040/AT4G17500/AT4G23750/AT4G27440/AT4G32940/AT4G37580/AT5G44210/AT5G44790/AT5G67300/AT5G67300/AT5G67300,0,0,0,0,0,0,0,0,0
AT3G10800,bZIP_bZIP28_col_a,FALSE,AT1G02500/AT1G77200/AT2G02710/AT2G47460/AT5G10720/AT5G53290/AT5G67300,0,0,0,0,0,0,0,0,0
AT5G15830,bZIP_bZIP3_col_a,TRUE,AT1G19220/AT1G22810/AT1G25560/AT1G28360/AT1G43160/AT1G74840/AT2G02710/AT2G44940/AT2G47460/AT2G47460/AT3G04070/AT3G24500/AT3G50060/AT3G59060/AT4G05100/AT4G11140/AT4G17500/AT4G27440/AT5G10720/AT5G37260/AT5G37260/AT5G47220/AT5G53290/AT5G59430/AT5G64900/AT5G67300/AT5G67300,-0.808494207391484,NA,0,0,0,0,0,0,0
AT1G75390,bZIP_bZIP44_col,TRUE,,0.860560392297136,NA,0,0,0,1.160505495,0.914361023,0.750915112,0
AT2G04038,bZIP_bZIP48_col_a,TRUE,,0,NA,0,0,0,0.483749595,0,0,0
AT2G04038,bZIP_bZIP48_colamp_a,TRUE,AT1G19220/AT1G74840/AT1G74840/AT2G02710/AT2G02710/AT2G44940/AT2G47460/AT3G04070/AT3G50060/AT4G11140/AT4G17500/AT5G10720/AT5G37260/AT5G37260/AT5G53290/AT5G53290/AT5G64900/AT5G67300,0,NA,0,0,0,0.483749595,0,0,0
AT1G77920,bZIP_bZIP50_col_v31,TRUE,AT1G28360/AT2G33710/AT2G33710/AT2G44840/AT3G04070/AT3G59900/AT4G17500/AT4G20380/AT5G47220,0,0,0,0,0,-0.831059968,0,0,0
AT1G77920,bZIP_bZIP50_colamp_v31,TRUE,AT1G05850/AT1G05850/AT1G28360/AT1G44830/AT1G77200/AT2G02710/AT2G25820/AT2G31730/AT2G47460/AT2G47460/AT3G04070/AT3G04580/AT3G08040/AT3G15010/AT3G16770/AT3G55730/AT3G61630/AT4G17500/AT4G20380/AT4G32940/AT4G38130/AT5G10720/AT5G10720/AT5G19790/AT5G47220/AT5G56080/AT5G61590/AT5G61590,0,0,0,0,0,-0.831059968,0,0,0
AT1G06850,bZIP_bZIP52_col_v31,FALSE,AT1G05710/AT1G05850/AT1G12010/AT1G13260/AT1G25560/AT1G28370/AT1G43160/AT1G62380/AT1G77200/AT1G77640/AT2G31730/AT3G04070/AT3G50060/AT3G62680/AT4G05100/AT4G08040/AT4G16750/AT4G17500/AT4G32940/AT4G37580/AT5G10720/AT5G44790/AT5G67300/AT5G67300,0,0,0,0,0,0,0,0,0
AT1G06850,bZIP_bZIP52_colamp_a,FALSE,AT1G05710/AT1G05850/AT1G12010/AT1G25560/AT1G28370/AT1G43160/AT1G62380/AT1G77200/AT1G77640/AT1G77640/AT2G31730/AT2G41230/AT3G04070/AT3G50060/AT3G62680/AT4G05100/AT4G08040/AT4G17500/AT4G23750/AT4G27440/AT4G32940/AT4G37580/AT5G07580/AT5G44030/AT5G44210/AT5G44790/AT5G53290/AT5G67300/AT5G67300/AT5G67300,0,0,0,0,0,0,0,0,0
AT3G62420,bZIP_bZIP53_col,FALSE,AT1G19220/AT1G25560/AT1G28360/AT1G43160/AT1G74840/AT1G74840/AT2G02710/AT2G44940/AT2G47460/AT2G47460/AT3G04070/AT3G24500/AT3G50060/AT3G59900/AT4G11140/AT4G17500/AT4G23750/AT4G27440/AT4G37580/AT5G10720/AT5G37260/AT5G37260/AT5G53290/AT5G53290/AT5G59430/AT5G64900/AT5G67300/AT5G67300/AT1G19220/AT1G22810/AT1G25560/AT1G25560/AT1G28360/AT1G43160/AT1G68765/AT1G74840/AT2G02710/AT2G44940/AT2G46830/AT2G47460/AT2G47460/AT3G04070/AT3G24500/AT3G50060/AT3G59060/AT3G59900/AT3G59900/AT4G05100/AT4G11140/AT4G17500/AT4G23750/AT4G27440/AT4G32940/AT5G10720/AT5G37260/AT5G37260/AT5G47220/AT5G53290/AT5G59430/AT5G64900/AT5G67300/AT5G67300,0,NA,0,0,0,0,0,0,0
AT3G62420,bZIP_bZIP53_colamp_a,FALSE,AT1G19220/AT1G22810/AT1G25560/AT1G25560/AT1G28360/AT1G43160/AT1G68765/AT1G74840/AT2G02710/AT2G44940/AT2G46830/AT2G47460/AT2G47460/AT3G04070/AT3G24500/AT3G50060/AT3G59060/AT3G59900/AT3G59900/AT4G05100/AT4G11140/AT4G17500/AT4G23750/AT4G27440/AT4G32940/AT5G10720/AT5G37260/AT5G37260/AT5G47220/AT5G53290/AT5G59430/AT5G64900/AT5G67300/AT5G67300,0,NA,0,0,0,0,0,0,0
AT1G32150,bZIP_bZIP68_col_a,FALSE,AT1G18570/AT1G19220/AT1G28370/AT1G43160/AT1G74840/AT1G74840/AT2G02710/AT2G02710/AT2G44940/AT2G46830/AT2G47460/AT2G47460/AT3G03450/AT3G04070/AT3G24500/AT3G50060/AT3G50060/AT3G59060/AT3G61630/AT4G05100/AT4G11140/AT4G17500/AT4G23750/AT4G23750/AT4G27440/AT4G32940/AT5G07310/AT5G10720/AT5G37260/AT5G37260/AT5G53290/AT5G59430/AT5G64900/AT5G67300/AT5G67300/AT5G67300,0,0,0,0,0,0,0,0,0
AT2G46270,bZIP_GBF3_col,TRUE,AT1G19220/AT1G25560/AT1G28360/AT1G28370/AT1G43160/AT1G74840/AT2G02710/AT2G44940/AT2G47460/AT2G47460/AT3G03450/AT3G04070/AT3G24500/AT3G50060/AT3G59060/AT4G05100/AT4G11140/AT4G17500/AT4G23750/AT4G27440/AT5G10720/AT5G37260/AT5G37260/AT5G53290/AT5G59430/AT5G64900/AT5G67300/AT1G13260/AT1G19220/AT1G74840/AT1G74840/AT2G02710/AT2G02710/AT2G44940/AT2G47460/AT2G47460/AT3G03450/AT3G04070/AT3G50060/AT3G59060/AT3G61630/AT4G11140/AT4G23750/AT4G32940/AT5G10720/AT5G37260/AT5G53290/AT5G59430/AT5G67300/AT5G67300/AT5G67300,0,0,0,0,0,-0.908195019,0,0,0
AT2G46270,bZIP_GBF3_colamp,TRUE,AT1G13260/AT1G19220/AT1G74840/AT1G74840/AT2G02710/AT2G02710/AT2G44940/AT2G47460/AT2G47460/AT3G03450/AT3G04070/AT3G50060/AT3G59060/AT3G61630/AT4G11140/AT4G23750/AT4G32940/AT5G10720/AT5G37260/AT5G53290/AT5G59430/AT5G67300/AT5G67300/AT5G67300,0,0,0,0,0,-0.908195019,0,0,0
AT2G18160,bZIP_GBF5_col_v3a,FALSE,AT1G19220/AT1G74840/AT2G02710/AT2G44940/AT4G11140/AT4G17500/AT5G10720/AT5G37260/AT5G53290/AT5G53290/AT5G59430/AT5G64900/AT5G67300,0,NA,0,0,0,0,0,0,0
AT2G18160,bZIP_GBF5_colamp_a,FALSE,AT1G19220/AT1G43160/AT2G02710/AT2G44940/AT3G04070/AT3G50060/AT4G11140/AT4G17500/AT5G10720/AT5G37260/AT5G37260/AT5G53290/AT5G59430/AT5G64900/AT5G67300,0,NA,0,0,0,0,0,0,0
AT4G34590,bZIP_GBF6_col,FALSE,AT1G19220/AT1G22810/AT1G25560/AT1G25560/AT1G28360/AT1G28370/AT1G43160/AT1G68765/AT1G74840/AT2G02710/AT2G02710/AT2G44940/AT2G46830/AT2G47460/AT2G47460/AT3G04070/AT3G24500/AT3G50060/AT3G59060/AT3G59900/AT4G05100/AT4G11140/AT4G17500/AT4G23750/AT4G23750/AT4G27440/AT4G37580/AT5G10720/AT5G37260/AT5G37260/AT5G44210/AT5G53290/AT5G53290/AT5G59430/AT5G61590/AT5G64900/AT5G67300/AT5G67300,0,NA,0,0,0,0,0,0,0
AT5G11260,bZIP_HY5_colamp_v3a,FALSE,AT1G05850/AT1G22810/AT1G25560/AT1G43160/AT1G74840/AT1G77200/AT2G02710/AT2G25820/AT2G44940/AT2G46830/AT2G47460/AT3G03450/AT3G08040/AT3G24500/AT3G50060/AT3G50260/AT3G59060/AT3G61630/AT4G05100/AT4G20380/AT4G26200/AT4G27440/AT5G10720/AT5G37260/AT5G47220/AT5G53290/AT5G61590/AT5G67300,0,0,0,0,0,0,0,0,0
AT5G65210,bZIP_TGA1_col,TRUE,AT1G05850/AT1G28360/AT2G33710/AT2G33710/AT2G44840/AT3G04070/AT3G49700/AT3G59900/AT4G17500/AT4G20380/AT5G47220/AT5G61590/AT1G05850/AT1G25560/AT1G28360/AT1G66350/AT2G02710/AT2G31730/AT2G33710/AT2G33710/AT2G44840/AT2G44940/AT2G47460/AT3G03450/AT3G04070/AT3G08040/AT3G49700/AT3G50260/AT3G59900/AT4G08040/AT4G11140/AT4G17500/AT4G20380/AT4G32940/AT5G10720/AT5G10720/AT5G37260/AT5G47220/AT5G61590/AT5G61590,0,-1.482,0,0,0,0,-0.462149226,0,0
AT5G65210,bZIP_TGA1_colamp_a,TRUE,AT1G05850/AT1G25560/AT1G28360/AT1G66350/AT2G02710/AT2G31730/AT2G33710/AT2G33710/AT2G44840/AT2G44940/AT2G47460/AT3G03450/AT3G04070/AT3G08040/AT3G49700/AT3G50260/AT3G59900/AT4G08040/AT4G11140/AT4G17500/AT4G20380/AT4G32940/AT5G10720/AT5G10720/AT5G37260/AT5G47220/AT5G61590/AT5G61590,0,-1.482,0,0,0,0,-0.462149226,0,0
AT5G06839,bZIP_TGA10_col_a,FALSE,,0,0,NA,NA,NA,NA,NA,NA,NA
AT5G06839,bZIP_TGA10_colamp_a,FALSE,AT1G05850/AT1G28360/AT2G02710/AT2G31730/AT2G33710/AT2G33710/AT2G44840/AT2G44940/AT3G03450/AT3G04070/AT3G49700/AT3G59900/AT4G17500/AT4G20380/AT5G37260/AT5G47220,0,0,NA,NA,NA,NA,NA,NA,NA
AT5G06950,bZIP_TGA2_col,FALSE,,0,0,0,0,0,0,0,0,0
AT5G06950,bZIP_TGA2_colamp_v31,FALSE,,0,0,0,0,0,0,0,0,0
AT1G22070,bZIP_TGA3_col,FALSE,AT1G28360/AT2G31730/AT2G33710/AT2G33710/AT3G04070/AT3G59900/AT4G17500/AT4G20380/AT5G47220,0,0,0,0,0,0,0,0,0
AT5G10030,bZIP_TGA4_col_a,TRUE,,0,0,0,0,0,0,-0.624152158,0,0
AT5G10030,bZIP_TGA4_colamp_a,TRUE,AT1G05850/AT1G22810/AT1G28360/AT2G02710/AT2G31730/AT2G33710/AT2G33710/AT2G44840/AT2G47460/AT3G04070/AT3G08040/AT3G59900/AT4G08040/AT4G17500/AT4G20380/AT5G10720/AT5G37260/AT5G47220/AT5G56080/AT5G61590,0,0,0,0,0,0,-0.624152158,0,0
AT5G06960,bZIP_TGA5_col_v3a,FALSE,,0,0,0,0,0,0,0,0,0
AT3G12250,bZIP_TGA6_col_a,FALSE,AT1G05710/AT1G05850/AT1G22810/AT1G28360/AT1G28360/AT1G62300/AT1G66350/AT1G68765/AT2G02710/AT2G31730/AT2G33710/AT2G44840/AT2G44940/AT2G47460/AT3G03450/AT3G04070/AT3G04580/AT3G08040/AT3G25190/AT3G49700/AT3G50260/AT3G55730/AT3G59900/AT4G08040/AT4G11140/AT4G11280/AT4G17490/AT4G17500/AT4G20380/AT4G32940/AT4G36900/AT5G10720/AT5G10720/AT5G18560/AT5G47220/AT5G56080/AT5G61590/AT5G61590,0,0,0,0,0,0,0,0,0
AT3G12250,bZIP_TGA6_colamp_a,FALSE,AT1G05710/AT1G05850/AT1G05850/AT1G22810/AT1G25560/AT1G25560/AT1G28360/AT1G28360/AT1G43160/AT1G44830/AT1G66350/AT2G02710/AT2G31730/AT2G33710/AT2G33710/AT2G44840/AT2G44940/AT2G44940/AT2G47460/AT3G03450/AT3G04070/AT3G08040/AT3G25190/AT3G49700/AT3G50260/AT3G55730/AT3G59900/AT4G08040/AT4G11140/AT4G17500/AT4G20380/AT4G24670/AT4G32940/AT5G10720/AT5G10720/AT5G37260/AT5G47220/AT5G56080/AT5G57390/AT5G61590/AT5G61590,0,0,0,0,0,0,0,0,0
AT1G08320,bZIP_TGA9_col_a,TRUE,,0,-1.397,0,0,0,0,0,0,0
AT1G08320,bZIP_TGA9_colamp_a,TRUE,AT1G05850/AT1G21910/AT1G22810/AT1G25560/AT1G28360/AT1G28360/AT1G43160/AT1G44830/AT2G02710/AT2G31730/AT2G33710/AT2G33710/AT2G44840/AT2G44940/AT2G46370/AT2G47460/AT2G47460/AT3G04070/AT3G08040/AT3G25190/AT3G49700/AT3G55730/AT3G59900/AT4G08040/AT4G11280/AT4G16750/AT4G17500/AT4G20380/AT4G24670/AT4G38130/AT5G10720/AT5G10720/AT5G47220/AT5G56080/AT5G61590,0,-1.397,0,0,0,0,0,0,0
AT1G43700,bZIP_VIP1_col_v3a,FALSE,,0,0,0,0,0,0,0,0,0
AT1G78700,BZR_At1g78700_col_a,TRUE,AT1G05710/AT1G28360/AT1G28360/AT1G73500/AT1G77200/AT2G44940/AT2G47460/AT2G47460/AT3G24500/AT3G50060/AT3G61630/AT4G08040/AT4G17500/AT4G23750/AT5G07310/AT5G10720/AT5G10720/AT5G18560/AT5G47220,0.489425701775798,0,0,0,0,0,0,0,0
AT4G18890,BZR_At4g18890_col_a,FALSE,AT1G28360/AT2G47460/AT5G07310/AT5G47220,0,0,0,0,0,0,0,0,0
AT4G36780,BZR_At4g36780_col_a,TRUE,AT1G05710/AT1G28360/AT1G28360/AT1G28370/AT1G43160/AT1G43160/AT1G73500/AT1G74840/AT1G77200/AT2G44940/AT2G46830/AT2G47460/AT2G47460/AT3G50060/AT3G61630/AT4G08040/AT4G17500/AT4G19690/AT4G23750/AT4G26200/AT4G36900/AT5G07310/AT5G07310/AT5G10720/AT5G18560/AT5G47220/AT5G53290/AT5G53290,0.461646579837251,0,0,0,0,0,0,0,0
AT1G75080,BZR_BZR1_col_a,FALSE,AT1G05710/AT4G08040/AT4G17500,0,0,0,0,0,0,0,0,0
AT1G51700,C2C2dof_Adof1_col_a,FALSE,AT1G02500/AT1G02500/AT1G05010/AT1G05010/AT1G05010/AT1G05710/AT1G05710/AT1G21140/AT1G22810/AT1G62380/AT1G74840/AT2G31730/AT3G04580/AT3G08040/AT3G08040/AT3G14230/AT3G16770/AT3G20860/AT3G25190/AT3G61630/AT4G08040/AT4G11140/AT4G18450/AT4G23750/AT4G26200/AT5G07580/AT5G13910/AT5G37260/AT5G39610/AT5G40770/AT5G52020/AT5G55620/AT5G57390/AT5G60120/AT5G61890/AT5G65510,0,0,0,0,0,0,0,0,0
AT1G47655,C2C2dof_AT1G47655_col_a,TRUE,,0,0,0,0,0,-0.924029972,-0.998009107,-0.826630812,0
AT1G47655,C2C2dof_AT1G47655_colamp_a,TRUE,AT1G02500/AT1G05010/AT1G05010/AT1G12010/AT1G19220/AT1G19220/AT1G22810/AT1G62380/AT1G74840/AT2G41230/AT3G59060/AT4G08040/AT4G11140/AT4G18450/AT4G24670/AT5G13910/AT5G21120/AT5G57390/AT5G60120/AT5G61890,0,0,0,0,0,-0.924029972,-0.998009107,-0.826630812,0
AT1G64620,C2C2dof_At1g64620_100ng20cy_b,FALSE,AT1G02500/AT1G02500/AT1G05010/AT1G05010/AT1G05710/AT1G12010/AT1G19220/AT1G21140/AT1G21140/AT1G21140/AT1G28160/AT1G72360/AT1G76800/AT2G26070/AT2G44840/AT3G04070/AT3G08040/AT3G14230/AT3G16770/AT3G25190/AT3G50060/AT3G61630/AT4G08040/AT4G08040/AT4G11140/AT4G11140/AT4G19690/AT4G24670/AT4G26200/AT4G32800/AT4G37580/AT5G07310/AT5G07310/AT5G07580/AT5G37260/AT5G40770/AT5G44210/AT5G52020/AT5G52020/AT5G57390/AT5G59430/AT5G60120/AT5G65510,0,0,0,0,0,0,0,0,0
AT1G64620,C2C2dof_At1g64620_colamp_a,FALSE,AT1G02500/AT1G05010/AT1G05010/AT1G05010/AT1G05710/AT1G05710/AT1G10480/AT1G12010/AT1G19220/AT1G21140/AT1G21140/AT1G22810/AT1G25560/AT1G28160/AT1G62300/AT1G66350/AT1G74840/AT1G76800/AT2G05520/AT2G05520/AT2G19590/AT2G19590/AT2G26070/AT2G44840/AT2G44940/AT3G03450/AT3G04070/AT3G04580/AT3G08040/AT3G14230/AT3G16770/AT3G20860/AT3G23150/AT3G25190/AT3G25190/AT3G25730/AT3G49700/AT3G50060/AT3G61630/AT4G05100/AT4G08040/AT4G08040/AT4G08040/AT4G08040/AT4G11140/AT4G11140/AT4G11140/AT4G17500/AT4G18450/AT4G19690/AT4G23750/AT4G24670/AT4G26200/AT4G32800/AT4G38130/AT5G07310/AT5G07310/AT5G07580/AT5G07580/AT5G10510/AT5G13910/AT5G21120/AT5G37260/AT5G39610/AT5G40770/AT5G44210/AT5G44210/AT5G47220/AT5G52020/AT5G57390/AT5G59430/AT5G60120/AT5G61590/AT5G61890/AT5G65510,0,0,0,0,0,0,0,0,0
AT1G69570,C2C2dof_AT1G69570_col_a,FALSE,AT1G02500/AT1G02500/AT1G05010/AT1G05710/AT1G21140/AT1G21140/AT1G28160/AT1G76800/AT2G26070/AT2G31180/AT2G41230/AT3G04070/AT3G04580/AT3G08040/AT3G20860/AT3G25190/AT3G25190/AT3G61630/AT4G08040/AT4G11140/AT4G11140/AT4G11140/AT4G16750/AT4G18450/AT4G26200/AT5G13910/AT5G37260/AT5G37260/AT5G40770/AT5G52020/AT5G65510,0,0,0,0,0,0,0,0,0
